dataset,Descriptor,Model,Repeat,Fold,ROC_AUC,PR_AUC,Accuracy,Sensitivity,Specificity,GMean,Precision,F1,MCC,Kappa
cyp2c19,Mordred,RandomForest,4,3,0.8650035316701985,0.6717461273242138,0.865040650406504,0.5714285714285714,0.9329329329329328,0.73014007772792,0.6633165829145728,0.6139534883720931,0.534902705633511,0.5327282463921348
cyp2c19,Mordred,RandomForest,4,4,0.8643058643058642,0.6495850393569682,0.859349593495935,0.5757575757575758,0.924924924924925,0.7297482665498649,0.6394230769230769,0.6059225512528473,0.5216678008058082,0.5206071993403534
cyp2c19,Mordred,RandomForest,4,5,0.8793924055006564,0.6574066766782336,0.8609756097560975,0.6293103448275862,0.9148296593186372,0.7587567254162001,0.6320346320346321,0.6306695464362851,0.545043524918943,0.5450415958261412
cyp2c19,Mordred,RandomForest,5,1,0.8562588562588563,0.6313865649672564,0.8471544715447155,0.5670995670995671,0.911911911911912,0.7191278401495689,0.5981735159817352,0.5822222222222222,0.4890317089366639,0.4887712735617546
cyp2c19,Mordred,RandomForest,5,2,0.8675905342572009,0.628097472233018,0.8536585365853658,0.6190476190476191,0.907907907907908,0.749692089263916,0.6085106382978723,0.6137339055793991,0.5235006515091976,0.5234712985084264
cyp2c19,Mordred,RandomForest,5,3,0.8883428883428883,0.6665121662499905,0.8609756097560975,0.5627705627705628,0.92992992992993,0.723420479392073,0.65,0.6032482598607889,0.5214805566568107,0.519498320882736
cyp2c19,Mordred,RandomForest,5,4,0.8572338572338574,0.6538400400594352,0.8658536585365854,0.6233766233766234,0.921921921921922,0.7580927217066358,0.6486486486486487,0.6357615894039735,0.5537532904996879,0.5535891040107693
cyp2c19,Mordred,RandomForest,5,5,0.8703484555317531,0.6912888139840255,0.8658536585365854,0.603448275862069,0.9268537074148296,0.7478691541411809,0.6572769953051644,0.6292134831460674,0.5482545394536493,0.5475097989378352
cyp2c19,Mordred,LightGBM,1,1,0.8355108355108355,0.6280445717580174,0.8658536585365854,0.4632034632034632,0.958958958958959,0.6664781398213879,0.722972972972973,0.5646437994722955,0.5067850780916422,0.4898113093711821
cyp2c19,Mordred,LightGBM,1,2,0.882141882141882,0.7201626383821164,0.8902439024390244,0.5367965367965368,0.971971971971972,0.7223234652272174,0.8157894736842105,0.6475195822454308,0.6037786911398538,0.5857718040442442
cyp2c19,Mordred,LightGBM,1,3,0.8894175560842228,0.6932441230218763,0.865040650406504,0.5541125541125541,0.9369369369369368,0.7205334962154911,0.6701570680628273,0.6066350710900474,0.5295287468696155,0.5260643705694747
cyp2c19,Mordred,LightGBM,1,4,0.8711915378582045,0.6461911902913715,0.8634146341463415,0.4372294372294372,0.961961961961962,0.6485353400276302,0.7266187050359713,0.5459459459459459,0.4924363847243168,0.4713494097963068
cyp2c19,Mordred,LightGBM,1,5,0.8904403634855919,0.7128863038638898,0.8739837398373984,0.4870689655172414,0.9639278557114228,0.6852002214788138,0.7583892617449665,0.5931758530183727,0.5407253902530288,0.5227713057017127
cyp2c19,Mordred,LightGBM,2,1,0.8911725578392247,0.7046611112653013,0.8731707317073171,0.4761904761904761,0.964964964964965,0.6778695495254178,0.7586206896551724,0.5851063829787234,0.5342954846720273,0.514829704923007
cyp2c19,Mordred,LightGBM,2,2,0.8852012185345519,0.7267020786686834,0.8902439024390244,0.5800865800865801,0.961961961961962,0.7470081824772011,0.7790697674418605,0.6650124069478908,0.6104074947835381,0.6010580790243761
cyp2c19,Mordred,LightGBM,2,3,0.8640891974225308,0.6567819389566272,0.8674796747967479,0.5281385281385281,0.945945945945946,0.7068171613582254,0.6931818181818182,0.5995085995085995,0.5287712420800192,0.5218436529628092
cyp2c19,Mordred,LightGBM,2,4,0.8558645225311892,0.6132854223007662,0.8528455284552846,0.4242424242424242,0.951951951951952,0.6354985474872494,0.6712328767123288,0.519893899204244,0.4542657187900293,0.4381690716654302
cyp2c19,Mordred,LightGBM,2,5,0.862984589869394,0.6947317103074734,0.8747967479674796,0.4655172413793103,0.969939879759519,0.6719551600586391,0.782608695652174,0.5837837837837838,0.5397638536088912,0.5156341096689067
cyp2c19,Mordred,LightGBM,3,1,0.8611468611468611,0.666977595586548,0.865040650406504,0.5064935064935064,0.947947947947948,0.6929137609612613,0.6923076923076923,0.585,0.5155438743037691,0.5067186571383013
cyp2c19,Mordred,LightGBM,3,2,0.8666588666588667,0.6756368073645048,0.8764227642276423,0.5151515151515151,0.95995995995996,0.7032245927569379,0.7484276729559748,0.6102564102564103,0.5530838232763505,0.5397817064705274
cyp2c19,Mordred,LightGBM,3,3,0.8871988871988872,0.6907131381138806,0.8626016260162601,0.4632034632034632,0.954954954954955,0.6650852895219097,0.7039473684210527,0.5587467362924282,0.4962475822568616,0.4814476658035354
cyp2c19,Mordred,LightGBM,3,4,0.8895692229025562,0.7130122645078185,0.8715447154471545,0.4848484848484848,0.960960960960961,0.6825836695383695,0.7417218543046358,0.5863874345549738,0.5305652526843668,0.514269004093997
cyp2c19,Mordred,LightGBM,3,5,0.873527226867528,0.704615764919413,0.8821138211382114,0.5258620689655172,0.9649298597194388,0.7123341999642235,0.7770700636942676,0.6272493573264781,0.5753829490569298,0.5603049144277183
cyp2c19,Mordred,LightGBM,4,1,0.8643405310071977,0.6544098335422587,0.8723577235772357,0.5108225108225108,0.955955955955956,0.6988017041029272,0.7283950617283951,0.6005089058524173,0.5390839645267553,0.5273237285397483
cyp2c19,Mordred,LightGBM,4,2,0.8836975503642169,0.6850458768796474,0.8658536585365854,0.4978354978354978,0.950950950950951,0.688053152077517,0.7012195121951219,0.5822784810126582,0.5156178486648478,0.5050989802039592
cyp2c19,Mordred,LightGBM,4,3,0.8678765345432011,0.6809383518369997,0.8715447154471545,0.4718614718614718,0.963963963963964,0.6744312083952335,0.7517241379310344,0.5797872340425532,0.5278401686644972,0.5086095729348403
cyp2c19,Mordred,LightGBM,4,4,0.8732758732758733,0.6925830935179117,0.875609756097561,0.4588744588744589,0.971971971971972,0.6678421315548903,0.7910447761194029,0.5808219178082191,0.5400743571611731,0.5137736989784054
cyp2c19,Mordred,LightGBM,4,5,0.8736611153341164,0.6969828069121554,0.8764227642276423,0.521551724137931,0.9589178356713428,0.7071953411194123,0.7469135802469136,0.6142131979695431,0.5558172326429957,0.5433897013569355
cyp2c19,Mordred,LightGBM,5,1,0.8613115279781945,0.674599202829154,0.8691056910569106,0.5108225108225108,0.951951951951952,0.6973367094011947,0.7108433734939759,0.5944584382871536,0.5289727030158721,0.5188985904406512
cyp2c19,Mordred,LightGBM,5,2,0.8703508703508704,0.6615249170508606,0.8731707317073171,0.5541125541125541,0.9469469469469468,0.7243722740289402,0.7071823204419889,0.6213592233009708,0.5523966092917652,0.5465309189909675
cyp2c19,Mordred,LightGBM,5,3,0.8915798915798915,0.667442349452471,0.8609756097560975,0.4502164502164502,0.955955955955956,0.6560389447691072,0.7027027027027027,0.5488126649076517,0.4875898558814827,0.471258993348316
cyp2c19,Mordred,LightGBM,5,4,0.8572945239611907,0.6522280921696305,0.8772357723577235,0.5367965367965368,0.955955955955956,0.7163475737986273,0.7380952380952381,0.6215538847117794,0.5604032752103313,0.5504581826631232
cyp2c19,Mordred,LightGBM,5,5,0.8739288922672932,0.6941904300394854,0.8715447154471545,0.5043103448275862,0.9569138276553106,0.6946808924931901,0.73125,0.5969387755102041,0.5363761309490935,0.5235830555010786
cyp2c19,Mordred,XGBoost,1,1,0.8321264987931654,0.6268353870308367,0.8601626016260162,0.4458874458874459,0.955955955955956,0.6528772928982083,0.7006802721088435,0.544973544973545,0.4838075931030873,0.4671381723111333
cyp2c19,Mordred,XGBoost,1,2,0.8886852220185553,0.7291829259536436,0.8910569105691057,0.5367965367965368,0.972972972972973,0.7226953177435995,0.8211920529801324,0.6492146596858639,0.6066851909576905,0.588050927522757
cyp2c19,Mordred,XGBoost,1,3,0.8905182238515572,0.701761331084394,0.8666666666666667,0.5411255411255411,0.941941941941942,0.7139389631069146,0.6830601092896175,0.6038647342995169,0.5301486416229644,0.5250003532121109
cyp2c19,Mordred,XGBoost,1,4,0.8678202011535344,0.6397810642421508,0.8666666666666667,0.4372294372294372,0.965965965965966,0.6498836478032733,0.7481481481481481,0.5519125683060109,0.5037677508844333,0.4798483793610273
cyp2c19,Mordred,XGBoost,1,5,0.8880087761730358,0.7069980989873873,0.8747967479674796,0.5,0.9619238476953909,0.6935141843161503,0.7532467532467533,0.6010362694300518,0.5460257840084046,0.5303527684938163
cyp2c19,Mordred,XGBoost,2,1,0.8861545528212196,0.7041682364986194,0.8715447154471545,0.4632034632034632,0.965965965965966,0.668908649048668,0.7588652482269503,0.5752688172043011,0.5261311512724746,0.5047627784658196
cyp2c19,Mordred,XGBoost,2,2,0.8838188838188838,0.7122432478259493,0.8747967479674796,0.5238095238095238,0.955955955955956,0.7076290229153744,0.7333333333333333,0.6111111111111112,0.5497952131959501,0.5389558232931726
cyp2c19,Mordred,XGBoost,2,3,0.8596215262881929,0.6600484316650919,0.8682926829268293,0.5151515151515151,0.94994994994995,0.699548537297322,0.7041420118343196,0.595,0.5276371882874945,0.5186049545566556
cyp2c19,Mordred,XGBoost,2,4,0.8559165225831893,0.6177658184127021,0.8577235772357723,0.4502164502164502,0.951951951951952,0.6546635995566186,0.6842105263157895,0.5430809399477807,0.4772715042186866,0.4630375237610573
cyp2c19,Mordred,XGBoost,2,5,0.8676879621311588,0.6961335850643333,0.8772357723577235,0.4827586206896552,0.968937875751503,0.6839320963602747,0.7832167832167832,0.5973333333333334,0.551281215295583,0.529676017604546
cyp2c19,Mordred,XGBoost,3,1,0.8609085275751942,0.6667894145858603,0.8674796747967479,0.5064935064935064,0.950950950950951,0.6940104333873386,0.7048192771084337,0.5894206549118388,0.5228802593888001,0.5129221754150692
cyp2c19,Mordred,XGBoost,3,2,0.8618098618098617,0.6681509479534241,0.8674796747967479,0.4891774891774891,0.954954954954955,0.6834782126318784,0.7151898734177216,0.5809768637532133,0.5184123006188882,0.5055416623507303
cyp2c19,Mordred,XGBoost,3,3,0.886267219600553,0.6713359314265813,0.8585365853658536,0.4675324675324675,0.948948948948949,0.6660814091869279,0.6792452830188679,0.5538461538461539,0.4848317631079006,0.4731711639859984
cyp2c19,Mordred,XGBoost,3,4,0.883853550520217,0.709777076544491,0.8747967479674796,0.4718614718614718,0.967967967967968,0.6758304447715591,0.7730496453900709,0.5860215053763441,0.5391995650501812,0.5173004296439001
cyp2c19,Mordred,XGBoost,3,5,0.8743435146154378,0.6957852607779753,0.8723577235772357,0.5043103448275862,0.9579158316633266,0.6950445046052348,0.7358490566037735,0.59846547314578,0.5389773341988185,0.5257077174729954
cyp2c19,Mordred,XGBoost,4,1,0.8704028704028703,0.6674811758841814,0.8739837398373984,0.5238095238095238,0.954954954954955,0.7072584394791626,0.7289156626506024,0.6095717884130982,0.5472500338970879,0.5368278355173972
cyp2c19,Mordred,XGBoost,4,2,0.8804648804648805,0.6877771429519234,0.8715447154471545,0.5064935064935064,0.955955955955956,0.695834379853054,0.7267080745341615,0.5969387755102041,0.5354898241482173,0.5234171534511425
cyp2c19,Mordred,XGBoost,4,3,0.8712045378712046,0.6881618780697216,0.8699186991869918,0.4632034632034632,0.963963963963964,0.6682151199362721,0.7482517482517482,0.5721925133689839,0.5204800315626003,0.5004492910339786
cyp2c19,Mordred,XGBoost,4,4,0.871711538378205,0.6888834943653274,0.8764227642276423,0.4588744588744589,0.972972972972973,0.6681859370507931,0.7969924812030075,0.5824175824175825,0.543112678351502,0.5159912393793007
cyp2c19,Mordred,XGBoost,4,5,0.8764684541496786,0.6775962908041122,0.8772357723577235,0.5172413793103449,0.9609218436873748,0.7050025105191451,0.7547169811320755,0.6138107416879796,0.5575606755977238,0.5438335371874032
cyp2c19,Mordred,XGBoost,5,1,0.8650078650078652,0.6835710446738377,0.8674796747967479,0.4675324675324675,0.95995995995996,0.6699346601068262,0.7297297297297297,0.5699208443271768,0.5131834854950288,0.4959954147121375
cyp2c19,Mordred,XGBoost,5,2,0.8739302072635406,0.6570923471410431,0.8707317073170732,0.5238095238095238,0.950950950950951,0.7057741599009073,0.711764705882353,0.6034912718204489,0.5372617176433175,0.5283947044780438
cyp2c19,Mordred,XGBoost,5,3,0.8963898963898963,0.6709625320636335,0.8609756097560975,0.4329004329004329,0.95995995995996,0.6446449272535609,0.7142857142857143,0.5390835579514824,0.4831141011291749,0.462964381463041
cyp2c19,Mordred,XGBoost,5,4,0.8548548548548549,0.661524155514925,0.875609756097561,0.5238095238095238,0.9569569569569568,0.7079994123795829,0.7378048780487805,0.6126582278481013,0.5523602131777823,0.5410917816436712
cyp2c19,Mordred,XGBoost,5,5,0.8766196185474395,0.7075406291793691,0.875609756097561,0.5129310344827587,0.9599198396793588,0.7016927221991527,0.7484276729559748,0.6086956521739131,0.5513662284647554,0.5377915972826006
cyp2c19,Morgan,vNN,1,1,0.6967339852118029,0.5630117676134923,0.848780487804878,0.4525862068965517,0.940881763527054,0.6525565940919207,0.6402439024390244,0.5303030303030303,0.4528122025507984,0.4433359936153231
cyp2c19,Morgan,vNN,1,2,0.707064207064207,0.6008160307793873,0.8512195121951219,0.4761904761904761,0.937937937937938,0.6683091450098374,0.6395348837209303,0.5459057071960298,0.4663550737198865,0.4592120626774875
cyp2c19,Morgan,vNN,1,3,0.6789386789386789,0.5802114199133129,0.848780487804878,0.4069264069264069,0.950950950950951,0.6220667597884654,0.6573426573426573,0.5026737967914439,0.4360538905288299,0.4192723008270001
cyp2c19,Morgan,vNN,1,4,0.7360412360412361,0.6556776039874086,0.8658536585365854,0.5281385281385281,0.943943943943944,0.7060688105275802,0.6853932584269663,0.5965770171149144,0.5240693233818181,0.517743338228375
cyp2c19,Morgan,vNN,1,5,0.7275587275587275,0.6488100563816128,0.8682926829268293,0.5021645021645021,0.9529529529529528,0.6917652385063966,0.7116564417177914,0.5888324873096447,0.5242473145372606,0.513185476186986
cyp2c19,Morgan,vNN,2,1,0.69618547439707,0.5545509503579183,0.8398373983739837,0.4655172413793103,0.9268537074148296,0.6568610058741027,0.5966850828729282,0.5230024213075061,0.4332904093091956,0.42852223789286
cyp2c19,Morgan,vNN,2,2,0.7057382057382058,0.6081591448453411,0.8544715447154472,0.4675324675324675,0.943943943943944,0.6643225431403343,0.6585365853658537,0.5468354430379747,0.4727517567330908,0.4631073785242951
cyp2c19,Morgan,vNN,2,3,0.7104052104052104,0.6228664291402668,0.859349593495935,0.4718614718614718,0.948948948948949,0.6691580140538166,0.68125,0.5575447570332481,0.4885661117897648,0.4771872926955113
cyp2c19,Morgan,vNN,2,4,0.7082407082407083,0.5982181745677819,0.8585365853658536,0.4675324675324675,0.948948948948949,0.6660814091869279,0.6792452830188679,0.5538461538461539,0.4848317631079006,0.4731711639859984
cyp2c19,Morgan,vNN,2,5,0.7099047099047099,0.6259130426874564,0.8585365853658536,0.4718614718614718,0.947947947947948,0.6688049894900461,0.6770186335403726,0.5561224489795918,0.4861151123385259,0.4751555993702455
cyp2c19,Morgan,vNN,3,1,0.7033506668509433,0.5787831128143197,0.848780487804878,0.4698275862068966,0.93687374749499,0.6634524333862832,0.6337209302325582,0.5396039603960396,0.4587518222678319,0.4515142215999539
cyp2c19,Morgan,vNN,3,2,0.7017342017342018,0.6268581588918284,0.8479674796747968,0.4675324675324675,0.935935935935936,0.6614986300669394,0.627906976744186,0.5359801488833746,0.4543507052979155,0.4473915613152471
cyp2c19,Morgan,vNN,3,3,0.7028977028977029,0.5873445178618247,0.8471544715447155,0.4718614718614718,0.933933933933934,0.6638429337482178,0.6228571428571429,0.5369458128078818,0.4536810148553051,0.4474948032399112
cyp2c19,Morgan,vNN,3,4,0.7143962143962144,0.6238942878438357,0.8577235772357723,0.4848484848484848,0.943943943943944,0.6765129644013663,0.6666666666666666,0.5614035087719298,0.4876620311718438,0.479007827589712
cyp2c19,Morgan,vNN,3,5,0.7257322257322257,0.6380971995774444,0.8707317073170732,0.4935064935064935,0.957957957957958,0.6875743398051389,0.7307692307692307,0.5891472868217055,0.5298437961628065,0.5158415400383227
cyp2c19,Morgan,vNN,4,1,0.7011954944371501,0.5798593815875939,0.8479674796747968,0.4655172413793103,0.93687374749499,0.6604020612131403,0.631578947368421,0.5359801488833746,0.4550000814755686,0.4475508351227105
cyp2c19,Morgan,vNN,4,2,0.6897611897611897,0.5712844641468178,0.8528455284552846,0.4285714285714285,0.950950950950951,0.6383967477598923,0.668918918918919,0.5224274406332454,0.4555978188645502,0.4403384666435394
cyp2c19,Morgan,vNN,4,3,0.7337012337012336,0.6626375062401041,0.859349593495935,0.5324675324675324,0.934934934934935,0.7055653745915383,0.6542553191489362,0.5871121718377088,0.507302439371693,0.5034234587434717
cyp2c19,Morgan,vNN,4,4,0.7073892073892074,0.577770410721878,0.8463414634146341,0.4848484848484848,0.92992992992993,0.6714723505415425,0.6153846153846154,0.5423728813559322,0.4562349444776652,0.4516001188942831
cyp2c19,Morgan,vNN,4,5,0.7170612170612171,0.6405120697190403,0.859349593495935,0.4891774891774891,0.944944944944945,0.6798866049416836,0.6726190476190477,0.5664160401002506,0.4937238015083844,0.4849620238458298
cyp2c19,Morgan,vNN,5,1,0.7008931656416281,0.5909395127281979,0.8528455284552846,0.4568965517241379,0.9448897795591182,0.6570516585778792,0.6583850931677019,0.539440203562341,0.4660179343331951,0.4552541560024079
cyp2c19,Morgan,vNN,5,2,0.7122317122317122,0.6181560900766129,0.8569105691056911,0.4805194805194805,0.943943943943944,0.673486045574408,0.6646706586826348,0.5577889447236181,0.4839540623889499,0.4750549242699801
cyp2c19,Morgan,vNN,5,3,0.7202267202267202,0.652042429969839,0.8617886178861789,0.4935064935064935,0.9469469469469468,0.6836113423023841,0.6826347305389222,0.5728643216080402,0.5021851578144625,0.4929507791244126
cyp2c19,Morgan,vNN,5,4,0.718062218062218,0.6009476575512711,0.8609756097560975,0.4891774891774891,0.9469469469469468,0.6806064427345634,0.6807228915662651,0.5692695214105793,0.4985104848805122,0.4890165153127412
cyp2c19,Morgan,vNN,5,5,0.7172107172107172,0.5756738281255355,0.848780487804878,0.5064935064935064,0.927927927927928,0.6855577801976066,0.6190476190476191,0.5571428571428572,0.4704827582391304,0.4670636085370454
cyp3a4,Morgan,KNN,1,1,0.8531293565191871,0.6919224185824256,0.8747514910536779,0.6073446327683616,0.9567099567099568,0.7622681006862637,0.8113207547169812,0.6946688206785138,0.6281749780152185,0.6179240164458215
cyp3a4,Morgan,KNN,1,2,0.8173624868540122,0.6294825533157582,0.854208084824387,0.5819209039548022,0.9376623376623376,0.7386780862709009,0.7410071942446043,0.6518987341772152,0.5679319924295745,0.5613743023845764
cyp3a4,Morgan,KNN,1,3,0.8405957592926432,0.6672404655657714,0.8627320954907162,0.5835694050991501,0.948051948051948,0.7438105345635847,0.7744360902255639,0.6655896607431341,0.5905805570197236,0.581367279281599
cyp3a4,Morgan,KNN,1,4,0.8282930478397901,0.6262781639075895,0.8481432360742706,0.5297450424929179,0.9454545454545454,0.7077074666533768,0.748,0.6202321724709784,0.5410583145414192,0.5287654334465028
cyp3a4,Morgan,KNN,1,5,0.8379500435723446,0.6494392749015985,0.8561007957559682,0.5451977401129944,0.951473136915078,0.7202367694198362,0.7751004016064257,0.6401326699834162,0.5669707994535048,0.5535856551964989
cyp3a4,Morgan,KNN,2,1,0.8318622055910192,0.6534176413406368,0.8628230616302187,0.5621468926553672,0.9549783549783548,0.7326923739225191,0.7928286852589641,0.6578512396694215,0.5884521903166685,0.5751533179097352
cyp3a4,Morgan,KNN,2,2,0.8245187957052365,0.6301580271386618,0.851557322730285,0.5649717514124294,0.9393939393939394,0.7285128957030311,0.7407407407407407,0.6410256410256411,0.5575972511777098,0.5495858518021043
cyp3a4,Morgan,KNN,2,3,0.8292128079663491,0.6543461336146863,0.8607427055702918,0.5580736543909348,0.9532467532467532,0.7293708927018607,0.7848605577689243,0.652317880794702,0.5812553613048217,0.5683359095779048
cyp3a4,Morgan,KNN,2,4,0.8375176287357592,0.6603638787012793,0.8594164456233422,0.56657223796034,0.9489177489177488,0.7332328774984227,0.7722007722007722,0.6535947712418301,0.5787186486902581,0.5680028971328654
cyp3a4,Morgan,KNN,2,5,0.841933975658236,0.6642433069859182,0.8653846153846154,0.5847457627118644,0.951473136915078,0.7459020613627887,0.7870722433460076,0.6709886547811994,0.5989410816481908,0.5886712745487966
cyp3a4,Morgan,KNN,3,1,0.8232225401716927,0.6223061007445683,0.8555334658714381,0.5536723163841808,0.948051948051948,0.724506810271965,0.765625,0.6426229508196721,0.5664508201020276,0.555000933388525
cyp3a4,Morgan,KNN,3,2,0.8348888399735858,0.6592607561562588,0.8628230616302187,0.5649717514124294,0.954112554112554,0.7341979574621248,0.7905138339920948,0.6589785831960461,0.5888103577411696,0.5760769991816395
cyp3a4,Morgan,KNN,3,3,0.8395055369559619,0.6583585759502726,0.8594164456233422,0.56657223796034,0.9489177489177488,0.7332328774984227,0.7722007722007722,0.6535947712418301,0.5787186486902581,0.5680028971328654
cyp3a4,Morgan,KNN,3,4,0.8466134432140098,0.6580468693291843,0.8614058355437666,0.6090651558073654,0.9385281385281384,0.7560587192290275,0.7517482517482518,0.672926447574335,0.5914497418108782,0.5862233752048062
cyp3a4,Morgan,KNN,3,5,0.8359146275788465,0.6579025375262507,0.866710875331565,0.5847457627118644,0.9532062391681108,0.7465810802210734,0.7931034482758621,0.6731707317073171,0.6026908290586366,0.5918462980318651
cyp3a4,Morgan,KNN,4,1,0.8370325531342481,0.6607263010323925,0.8740888005301524,0.6101694915254238,0.9549783549783548,0.7633470097373333,0.8059701492537313,0.6945337620578779,0.6266159025656354,0.6171349822528824
cyp3a4,Morgan,KNN,4,2,0.8294739159145939,0.6331169671019958,0.851557322730285,0.5480225988700564,0.9445887445887444,0.7194831330009952,0.751937984496124,0.6339869281045751,0.55444506658164,0.5437420023648704
cyp3a4,Morgan,KNN,4,3,0.8432655163533349,0.6607620148251561,0.863395225464191,0.5920679886685553,0.9463203463203465,0.7485225341177232,0.7712177121771218,0.6698717948717948,0.5937511874936429,0.5856181286066062
cyp3a4,Morgan,KNN,4,4,0.8305274517739107,0.6396192679192507,0.8554376657824934,0.5864022662889519,0.9376623376623376,0.7415169046077044,0.7419354838709677,0.6550632911392406,0.5714590693332647,0.5652005999349277
cyp3a4,Morgan,KNN,4,5,0.8179912169902769,0.6338347369635096,0.853448275862069,0.5508474576271186,0.9462738301559792,0.7219782085080526,0.7587548638132295,0.6382978723404256,0.5603658749687176,0.549291888909325
cyp3a4,Morgan,KNN,5,1,0.8430894905471178,0.6729942229213075,0.8681245858184228,0.5903954802259888,0.9532467532467532,0.7501950244149728,0.7946768060836502,0.6774716369529984,0.607251946753027,0.5968431185381198
cyp3a4,Morgan,KNN,5,2,0.8240100765524494,0.637149895054643,0.8561961563949636,0.5649717514124294,0.9454545454545454,0.7308591590903796,0.7604562737642585,0.6482982171799028,0.5701495273213539,0.560376666948603
cyp3a4,Morgan,KNN,5,3,0.8228026930576506,0.6359566582861559,0.8521220159151194,0.5750708215297451,0.9367965367965368,0.7339784424775734,0.7355072463768116,0.6454689984101749,0.5605003465204138,0.5538082677436988
cyp3a4,Morgan,KNN,5,4,0.8399813595281018,0.654018026868658,0.863395225464191,0.5864022662889519,0.948051948051948,0.7456137142631686,0.7752808988764045,0.667741935483871,0.5928534197501507,0.583837268808158
cyp3a4,Morgan,KNN,5,5,0.8393734884312977,0.6685792750583998,0.8620689655172413,0.5677966101694916,0.9523396880415944,0.7353470246080339,0.78515625,0.659016393442623,0.5872182586250776,0.5753446912670992
cyp3a4,Morgan,Bayesian,1,1,0.8779954508768069,0.7342567637756082,0.829688535453943,0.7005649717514124,0.8692640692640693,0.7803691165906685,0.6215538847117794,0.6586985391766268,0.5475064816468058,0.545772062053093
cyp3a4,Morgan,Bayesian,1,2,0.8744050676254066,0.7181980177373505,0.8197481776010603,0.6751412429378532,0.8640692640692641,0.7637858318456288,0.6035353535353535,0.6373333333333333,0.5193448079819023,0.5179038316525366
cyp3a4,Morgan,Bayesian,1,3,0.8664238499932551,0.7260502285601843,0.8309018567639257,0.6543909348441926,0.8848484848484849,0.7609446939137348,0.6346153846153846,0.6443514644351465,0.5335759833215907,0.533467920005047
cyp3a4,Morgan,Bayesian,1,4,0.8817482800485634,0.7370664269883572,0.8415119363395226,0.7138810198300283,0.8805194805194805,0.7928342479569442,0.6461538461538462,0.6783310901749664,0.5747835175565902,0.5735294117647058
cyp3a4,Morgan,Bayesian,1,5,0.8742215727168582,0.7339284161374819,0.8262599469496021,0.632768361581921,0.8856152512998267,0.7485915518872441,0.6292134831460674,0.6309859154929578,0.5173739536427612,0.5173704423965835
cyp3a4,Morgan,Bayesian,2,1,0.8640007826448504,0.7219732033987558,0.8164347249834327,0.655367231638418,0.8658008658008658,0.7532712105012769,0.599483204134367,0.6261808367071525,0.5057297886074286,0.5048491245277923
cyp3a4,Morgan,Bayesian,2,2,0.8787022770073618,0.7411475700328845,0.8290258449304175,0.672316384180791,0.8770562770562771,0.7678927691504474,0.6263157894736842,0.6485013623978202,0.5363161776891974,0.5357288513963123
cyp3a4,Morgan,Bayesian,2,3,0.8771175943980476,0.7238837930719653,0.8322281167108754,0.6798866855524079,0.8787878787878788,0.7729658325001967,0.631578947368421,0.654843110504775,0.544867489450143,0.5442225630880533
cyp3a4,Morgan,Bayesian,2,4,0.8763474485854089,0.7166212493823847,0.8368700265251989,0.6798866855524079,0.8848484848484849,0.775626652184997,0.6434316353887399,0.6611570247933884,0.5542055027026422,0.5538407880019725
cyp3a4,Morgan,Bayesian,2,5,0.8788199238218332,0.7390126405904324,0.8249336870026526,0.672316384180791,0.8717504332755632,0.7655665217392049,0.616580310880829,0.6432432432432432,0.5284047266642701,0.5275375252779386
cyp3a4,Morgan,Bayesian,3,1,0.8589184826472961,0.7057131869803215,0.8157720344599072,0.6751412429378532,0.8588744588744589,0.7614864212131942,0.5945273631840796,0.6322751322751323,0.5118701604722706,0.5100351791896173
cyp3a4,Morgan,Bayesian,3,2,0.8722136620441705,0.7235006048166512,0.8197481776010603,0.6581920903954802,0.8692640692640693,0.7564011732239707,0.6067708333333334,0.6314363143631436,0.5131414748975587,0.5123988738016323
cyp3a4,Morgan,Bayesian,3,3,0.889876506873674,0.7577882104642237,0.8454907161803713,0.6713881019830028,0.8987012987012987,0.7767736859502417,0.6694915254237288,0.6704384724186704,0.5695302234791191,0.5695292514873223
cyp3a4,Morgan,Bayesian,3,4,0.8860625682155427,0.7339579729392766,0.8328912466843501,0.7025495750708215,0.8727272727272727,0.7830288465997037,0.6278481012658228,0.6631016042780749,0.5539991659348884,0.5524558539842707
cyp3a4,Morgan,Bayesian,3,5,0.8654312193402461,0.7086550464095538,0.8249336870026526,0.6638418079096046,0.8743500866551126,0.7618596604828539,0.618421052631579,0.6403269754768393,0.5254063775401038,0.5248307536594449
cyp3a4,Morgan,Bayesian,4,1,0.8769339887983955,0.7370095130923486,0.831013916500994,0.652542372881356,0.8857142857142857,0.7602408182246697,0.6363636363636364,0.6443514644351465,0.5336253010650107,0.5335529832753296
cyp3a4,Morgan,Bayesian,4,2,0.8655611808154181,0.7013764813033984,0.8124585818422797,0.652542372881356,0.8614718614718615,0.7497645581483345,0.5907928388746803,0.6201342281879194,0.4971168551869707,0.4960365929214505
cyp3a4,Morgan,Bayesian,4,3,0.8885422415167457,0.7661111108586094,0.8481432360742706,0.7195467422096318,0.8874458874458875,0.7990987405815528,0.6614583333333334,0.689280868385346,0.5899469969355182,0.5890333360308084
cyp3a4,Morgan,Bayesian,4,4,0.8637602246667403,0.7005848617393253,0.8222811671087533,0.6657223796033994,0.8701298701298701,0.761094558978616,0.6103896103896104,0.6368563685636857,0.520359107732612,0.5195019819425652
